"id","coverage","age","wage","cit","mar","educ","race","esr"
16348,"Coverage",75,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16349,"Coverage",39,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16350,"Coverage",65,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16351,"Coverage",48,6000,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16352,"Coverage",58,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16353,"Coverage",80,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16354,"Coverage",53,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16355,"Coverage",59,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16356,"Coverage",31,0,"Citizen","Never Married","HS Degree","Asian","Employed Civilian"
16357,"Coverage",35,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16358,"Coverage",25,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16359,"Coverage",61,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16360,"Coverage",61,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
16361,"Coverage",49,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16362,"Coverage",56,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16363,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Unemployed"
16364,"Coverage",64,12000,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16365,"Coverage",60,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
16366,"Coverage",42,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16367,"Coverage",92,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16368,"Coverage",86,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16369,"Coverage",18,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
16370,"Coverage",71,0,"Citizen","Married","Graduate Degree","Black","Not in Labor Force"
16371,"Coverage",51,0,"Citizen","Divorced","Graduate Degree","Two or More","Employed Civilian"
16372,"Coverage",26,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16373,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16374,"Coverage",59,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16375,"Coverage",84,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16376,"Coverage",39,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16377,"Coverage",60,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16378,"Coverage",33,0,"Citizen","Divorced","Undergraduate Degree","Black","Employed Civilian"
16379,"Coverage",46,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16380,"Coverage",54,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
16381,"Coverage",49,0,"Citizen","Divorced","HS Degree","Two or More","Employed Civilian"
16382,"Coverage",69,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16383,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16384,"Coverage",39,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16385,"Coverage",39,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16386,"Coverage",49,0,"Citizen","Widowed","Undergraduate Degree","Black","Not in Labor Force"
16387,"Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16388,"Coverage",74,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16389,"Coverage",77,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16390,"Coverage",38,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16391,"Coverage",30,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16392,"Coverage",30,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16393,"Coverage",53,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16394,"Coverage",18,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16395,"Coverage",54,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16396,"Coverage",48,0,"Citizen","Married","HS Degree","Black","Unemployed"
16397,"Coverage",92,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16398,"Coverage",61,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16399,"Coverage",55,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16400,"Coverage",30,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16401,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16402,"Coverage",40,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16403,"Coverage",61,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16404,"Coverage",69,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16405,"Coverage",35,0,"Citizen","Married","Graduate Degree","Asian","Employed Civilian"
16406,"Coverage",54,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16407,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16408,"Coverage",61,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16409,"Coverage",61,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
16410,"Coverage",69,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16411,"Coverage",54,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
16412,"Coverage",38,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16413,"Coverage",85,0,"Citizen","Widowed","Undergraduate Degree","White","Not in Labor Force"
16414,"Coverage",26,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16415,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16416,"Coverage",66,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16417,"Coverage",85,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
16418,"Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16419,"Coverage",85,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16420,"Coverage",40,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16421,"Coverage",77,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16422,"Coverage",37,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16423,"Coverage",62,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16424,"Coverage",65,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16425,"Coverage",65,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16426,"Coverage",70,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16427,"Coverage",37,8300,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16428,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16429,"Coverage",39,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16430,"Coverage",67,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16431,"Coverage",40,0,"Citizen","Widowed","HS Degree","Black","Employed Civilian"
16432,"Coverage",78,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16433,"Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
16434,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16435,"Coverage",48,8100,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16436,"Coverage",36,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16437,"Coverage",58,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16438,"Coverage",62,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16439,"Coverage",71,0,"Citizen","Widowed","Graduate Degree","White","Not in Labor Force"
16440,"Coverage",53,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
16441,"Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16442,"Coverage",30,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16443,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16444,"Coverage",26,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16445,"Coverage",46,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16446,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Unemployed"
16447,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16448,"Coverage",45,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16449,"Coverage",92,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16450,"Coverage",69,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16451,"Coverage",65,0,"Citizen","Divorced","Undergraduate Degree","White","Not in Labor Force"
16452,"Coverage",23,0,"Citizen","Never Married","Undergraduate Degree","Asian","Not in Labor Force"
16453,"Coverage",70,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16454,"Coverage",75,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16455,"Coverage",33,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16456,"Coverage",77,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16457,"Coverage",39,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16458,"Coverage",59,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16459,"Coverage",54,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16460,"Coverage",46,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16461,"Coverage",79,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16462,"Coverage",72,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16463,"Coverage",36,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16464,"Coverage",47,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16465,"Coverage",39,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16466,"Coverage",50,0,"Citizen","Married","HS Degree","White","Unemployed"
16467,"Coverage",45,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16468,"Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16469,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16470,"Coverage",25,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16471,"Coverage",27,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16472,"Coverage",84,0,"Citizen","Widowed","Less than HS","Asian","Not in Labor Force"
16473,"Coverage",56,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16474,"Coverage",44,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16475,"Coverage",42,0,"Citizen","Divorced","Graduate Degree","White","Employed Civilian"
16476,"Coverage",74,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16477,"Coverage",20,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16478,"Coverage",43,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16479,"Coverage",51,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16480,"Coverage",56,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16481,"Coverage",43,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
16482,"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16483,"Coverage",51,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16484,"Coverage",32,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16485,"Coverage",62,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16486,"Coverage",47,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16487,"Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16488,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16489,"Coverage",48,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16490,"Coverage",68,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16491,"Coverage",58,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16492,"Coverage",31,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16493,"Coverage",66,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16494,"Coverage",79,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16495,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16496,"Coverage",39,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16497,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16498,"Coverage",37,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16499,"Coverage",52,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16500,"Coverage",73,0,"Citizen","Divorced","Graduate Degree","White","Not in Labor Force"
16501,"Coverage",43,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16502,"Coverage",74,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16503,"Coverage",22,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16504,"Coverage",60,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16505,"Coverage",86,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16506,"Coverage",82,0,"Citizen","Widowed","Undergraduate Degree","White","Not in Labor Force"
16507,"Coverage",43,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16508,"Coverage",43,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16509,"Coverage",57,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16510,"Coverage",59,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16511,"Coverage",56,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16512,"Coverage",71,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16513,"Coverage",35,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16514,"Coverage",73,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16515,"Coverage",40,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16516,"Coverage",71,0,"Non-citizen","Divorced","HS Degree","Black","Employed Civilian"
16517,"Coverage",52,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16518,"Coverage",44,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16519,"Coverage",37,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16520,"Coverage",39,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16521,"Coverage",25,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16522,"Coverage",33,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16523,"Coverage",92,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16524,"Coverage",70,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16525,"Coverage",51,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16526,"Coverage",62,0,"Citizen","Married","HS Degree","White","Unemployed"
16527,"Coverage",42,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
16528,"Coverage",84,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
